,permno,Quarter,Unnamed: 0_x,date,ret,shrcd,price,me,Unnamed: 0_y,ea_date,fiscal_period,gics_6d,ret_ex_3d,date_diff,doy_diff,weekday,most_popular_weekday,fraction_on_most_popular_weekday,quantile_group,fraction_of_zeros
4034,80167,2021Q1,76123.0,2021-03-31,0.0336651988327503,11.0,43.59999847412109,4347181.447860718,77250,2021-02-09,2020-12-31,302020,0.05084975,5,3,Tuesday,Thursday,0.5,above_median,0.25
4035,80167,2021Q2,76126.0,2021-06-30,-0.0157016534358263,11.0,40.119998931884766,3974648.174182892,77251,2021-05-06,2021-03-31,302020,0.0010253603,0,-2,Thursday,Thursday,0.5,below_median,0.25
4036,80167,2021Q3,76129.0,2021-09-30,0.1435444802045822,11.0,42.77999877929688,4045961.164550781,77252,2021-08-26,2021-06-30,302020,-0.106320985,2,0,Thursday,Thursday,0.5,above_median,0.25
4037,80167,2021Q4,76132.0,2021-12-31,0.0806492567062377,11.0,42.61000061035156,3976748.746963501,77253,2021-11-09,2021-09-30,302020,0.05275181,1,-1,Tuesday,Thursday,0.5,below_median,0.25
4038,80168,2021Q1,76135.0,2021-03-31,0.1956578642129898,11.0,89.98999786376953,1020008.0190353394,77297,2021-02-25,2020-12-31,401020,0.050278693,2,0,Thursday,Thursday,0.75,above_median,0.0
4039,80168,2021Q2,76138.0,2021-06-30,-0.0121614756062626,11.0,90.5,1006251.4140853882,77298,2021-05-06,2021-03-31,401020,-0.028066374,-4,-6,Thursday,Thursday,0.75,above_median,0.0
4040,80168,2021Q3,76141.0,2021-09-30,0.1046082526445389,11.0,103.87000274658205,1108838.061843872,77299,2021-08-05,2021-06-30,401020,0.034208313,-4,-6,Thursday,Thursday,0.75,above_median,0.0
4041,80168,2021Q4,76144.0,2021-12-31,0.0576659366488456,11.0,118.70500183105467,1266878.4097061155,77300,2021-11-08,2021-09-30,401020,-0.032458305,-1,-2,Monday,Thursday,0.75,below_median,0.0
4060,80236,2021Q1,76285.0,2021-03-31,-0.0847784057259559,11.0,14.25,345234.75,77772,2021-02-04,2020-12-31,453010,-0.05277846,3,1,Thursday,Monday,0.5,above_median,0.25
4061,80236,2021Q2,76288.0,2021-06-30,-0.0585241764783859,11.0,14.800000190734863,354830.00457286835,77773,2021-05-03,2021-03-31,453010,0.033277795,0,-2,Monday,Monday,0.5,below_median,0.25
4062,80236,2021Q3,76291.0,2021-09-30,0.0004566314746625,11.0,21.90999984741211,529827.6163101196,77774,2021-08-02,2021-06-30,453010,0.062938504,4,2,Monday,Monday,0.5,above_median,0.25
4063,80236,2021Q4,76293.0,2021-11-30,0.000910353148356,11.0,21.989999771118164,533301.4744491577,77775,2021-11-04,2021-09-30,453010,-0.024985142,3,1,Thursday,Monday,0.5,above_median,0.25
4068,80294,2021Q1,76332.0,2021-03-31,-0.023337684571743,11.0,22.18000030517578,182474.86251068115,78038,2021-02-11,2020-12-31,551020,-0.0165395,10,8,Thursday,Thursday,0.5,above_median,0.25
4069,80294,2021Q2,76335.0,2021-06-30,0.1018356680870056,11.0,25.209999084472656,209898.4523773193,78039,2021-05-11,2021-03-31,551020,0.022753725,8,6,Tuesday,Thursday,0.5,above_median,0.25
4070,80294,2021Q3,76338.0,2021-09-30,-0.0656146183609962,11.0,22.5,188437.5,78040,2021-08-05,2021-06-30,551020,-0.051598817,3,1,Thursday,Thursday,0.5,above_median,0.25
4071,80294,2021Q4,76341.0,2021-12-31,0.0742297023534774,11.0,23.01000022888184,193030.8919200897,78041,2021-11-15,2021-09-30,551020,-0.0064752875,0,-2,Monday,Thursday,0.5,below_median,0.25
4075,80341,2021Q1,76404.0,2021-03-31,0.0573307946324348,11.0,22.5,428512.5,78216,2021-02-09,2020-12-31,251010,-0.15504466,1,-1,Tuesday,Tuesday,0.6666666666666666,below_median,0.3333333333333333
4076,80341,2021Q2,76407.0,2021-06-30,-0.0397946201264858,11.0,22.440000534057617,428626.45020103455,78217,2021-06-14,2021-03-31,251010,0.03297157,0,-2,Monday,Tuesday,0.6666666666666666,below_median,0.3333333333333333
4077,80341,2021Q4,76413.0,2021-12-31,0.0642143860459327,11.0,17.06999969482422,326036.9941711426,78218,2021-11-09,2021-09-30,251010,-0.03680478,1,-1,Tuesday,Tuesday,0.6666666666666666,below_median,0.3333333333333333
4088,80415,2021Q1,76500.0,2021-03-31,0.0720211118459701,11.0,134.41000366210938,5637021.143585205,78686,2021-01-28,2020-12-31,151020,0.03131863,-5,-7,Thursday,Thursday,0.5,above_median,0.25
4089,80415,2021Q2,76503.0,2021-06-30,-0.029980881139636,11.0,142.11000061035156,6011395.135818481,78687,2021-05-19,2021-03-31,151020,-0.053238135,1,-1,Wednesday,Thursday,0.5,below_median,0.25
4090,80415,2021Q3,76506.0,2021-09-30,-0.1621397137641907,11.0,131.16000366210938,5493243.273376465,78688,2021-07-28,2021-06-30,151020,0.05310683,-1,-3,Wednesday,Thursday,0.5,below_median,0.25
4091,80415,2021Q4,76509.0,2021-12-31,0.080988235771656,11.0,166.4600067138672,6770594.313079834,78689,2021-10-28,2021-09-30,151020,0.048633385,0,-2,Thursday,Thursday,0.5,below_median,0.25
4108,80633,2021Q1,76620.0,2021-03-31,0.0080200424417853,11.0,20.11000061035156,95542.61289978027,79261,2021-01-27,2020-12-31,401020,0.011865725,1,-3,Wednesday,Tuesday,0.5,below_median,0.0
4109,80633,2021Q2,76623.0,2021-06-30,0.0289854332804679,11.0,21.299999237060547,98938.49645614624,79262,2021-04-20,2021-03-31,401020,-0.0026895313,1,-2,Tuesday,Tuesday,0.5,below_median,0.0
4110,80633,2021Q3,76626.0,2021-09-30,0.0040738089010119,11.0,23.415000915527344,107591.92920684814,79263,2021-07-20,2021-06-30,401020,-0.0019933672,1,-2,Tuesday,Tuesday,0.5,below_median,0.0
4111,80633,2021Q4,76629.0,2021-12-31,0.0240804944187402,11.0,24.67009925842285,112619.00311470032,79264,2021-10-21,2021-09-30,401020,-0.0010923316,3,1,Thursday,Tuesday,0.5,above_median,0.0
4120,80795,2021Q1,76776.0,2021-03-31,0.043959978967905,11.0,264.7900085449219,8623680.998291016,80072,2021-02-24,2020-12-31,351020,-0.031927105,8,6,Wednesday,Wednesday,0.75,above_median,0.0
4121,80795,2021Q2,76779.0,2021-06-30,-0.0520184338092804,11.0,244.92999267578125,7979084.371398926,80073,2021-04-28,2021-03-31,351020,0.0027032013,-7,-9,Wednesday,Wednesday,0.75,above_median,0.0
4122,80795,2021Q3,76782.0,2021-09-30,-0.1872444301843643,11.0,149.10000610351562,4859318.298919678,80074,2021-08-04,2021-06-30,351020,-0.23799929,8,6,Wednesday,Wednesday,0.75,above_median,0.0
4123,80795,2021Q4,76785.0,2021-12-31,0.1591837555170059,11.0,161.8800048828125,5262718.958740234,80075,2021-11-02,2021-09-30,351020,0.030325849,6,4,Tuesday,Wednesday,0.75,above_median,0.0
4132,80924,2021Q1,76872.0,2021-03-31,0.0410256832838058,11.0,6.090000152587891,24999450.62637329,80358,2021-02-02,2020-12-31,502010,-0.04178504,-2,-2,Tuesday,Tuesday,0.5,above_median,0.25
4133,80924,2021Q2,76875.0,2021-06-30,0.0463999956846237,11.0,6.539999961853027,26539319.845199585,80359,2021-04-28,2021-03-31,502010,-0.04043068,0,-1,Wednesday,Tuesday,0.5,below_median,0.25
4134,80924,2021Q3,76878.0,2021-09-30,-0.0271132495254278,11.0,6.099999904632568,24509799.61681366,80360,2021-07-27,2021-06-30,502010,0.00555455,-2,-4,Tuesday,Tuesday,0.5,above_median,0.25
4135,80924,2021Q4,76881.0,2021-12-31,0.0409836061298847,11.0,6.349999904632568,25190449.6216774,80361,2021-10-28,2021-09-30,502010,0.0076163514,7,5,Thursday,Tuesday,0.5,above_median,0.25
4136,80926,2021Q2,76887.0,2021-06-30,0.4996100068092346,11.0,57.68999862670898,2669027.786464691,80398,2021-05-05,2021-03-31,101020,-0.018045321,-5,-7,Wednesday,Wednesday,0.6666666666666666,above_median,0.0
4137,80926,2021Q3,76890.0,2021-09-30,0.4363478124141693,11.0,49.08000183105469,2271962.3647613525,80399,2021-08-04,2021-06-30,101020,-0.11664497,1,-1,Wednesday,Wednesday,0.6666666666666666,below_median,0.0
4138,80926,2021Q4,76893.0,2021-12-31,-0.0706136897206306,11.0,47.25,2899401.75,80400,2021-11-04,2021-09-30,101020,0.05046262,3,1,Thursday,Wednesday,0.6666666666666666,above_median,0.0
4148,80969,2021Q1,76956.0,2021-03-31,0.1325632482767105,11.0,20.59000015258789,296763.67219924927,80632,2021-01-25,2020-12-31,203040,-0.098065466,4,2,Monday,Monday,0.5,above_median,0.0
4149,80969,2021Q2,76959.0,2021-06-30,-0.0812971964478492,11.0,20.68000030517578,298681.2444076538,80633,2021-04-26,2021-03-31,203040,0.04247048,4,-24,Monday,Monday,0.5,above_median,0.0
4150,80969,2021Q3,76962.0,2021-09-30,0.1350574344396591,11.0,27.649999618530277,397275.19451904297,80634,2021-07-21,2021-06-30,203040,0.042361267,-19,-21,Wednesday,Monday,0.5,above_median,0.0
4151,80969,2021Q4,76965.0,2021-12-31,0.0542481318116188,11.0,26.43000030517578,380962.0243988037,80635,2021-10-20,2021-09-30,203040,-0.18415445,-5,-7,Wednesday,Monday,0.5,above_median,0.0
4152,81055,2021Q1,77088.0,2021-03-31,0.0585739314556121,11.0,127.2300033569336,58097036.43287659,80973,2021-01-26,2020-12-31,402020,-0.010043813,7,5,Tuesday,Tuesday,0.75,above_median,0.0
4153,81055,2021Q2,77091.0,2021-06-30,-0.0378778241574764,11.0,154.69000244140625,69840834.51226807,80974,2021-04-27,2021-03-31,402020,0.05048011,5,3,Tuesday,Tuesday,0.75,above_median,0.0
4154,81055,2021Q3,77094.0,2021-09-30,-0.0241007413715124,11.0,161.97000122070312,72257085.12457275,80975,2021-07-22,2021-06-30,402020,-0.0019242658,2,0,Thursday,Tuesday,0.75,above_median,0.0
4155,81055,2021Q4,77097.0,2021-12-31,0.0324485711753368,11.0,145.08999633789062,61753494.42132568,80976,2021-10-26,2021-09-30,402020,-0.0698323,5,3,Tuesday,Tuesday,0.75,above_median,0.0
4156,81061,2021Q1,77100.0,2021-03-31,0.1530202180147171,11.0,195.0399932861328,31011358.93249512,81031,2021-02-02,2020-12-31,351020,0.011606878,0,-2,Tuesday,Monday,0.25,below_median,0.25
4157,81061,2021Q2,77103.0,2021-06-30,-0.0059774098917841,11.0,191.2400054931641,29578517.92961121,81032,2021-05-06,2021-03-31,351020,0.0032586919,-13,-15,Thursday,Monday,0.25,above_median,0.25
4158,81061,2021Q3,77106.0,2021-09-30,-0.0233173035085201,11.0,199.3800048828125,30839102.255249023,81033,2021-08-04,2021-06-30,351020,-0.025512235,2,0,Wednesday,Monday,0.25,above_median,0.25
4159,81061,2021Q4,77109.0,2021-12-31,0.1467522382736206,11.0,248.57000732421875,37952165.85827637,81034,2021-11-01,2021-09-30,351020,0.06707795,-2,-3,Monday,Monday,0.25,above_median,0.25
4168,81116,2021Q1,77171.0,2021-03-31,-0.0353488475084304,11.0,20.739999771118164,1040795.4085140228,81224,2021-02-11,2020-12-31,453010,0.09392943,0,-2,Thursday,Tuesday,0.75,below_median,0.25
4169,81116,2021Q2,77174.0,2021-06-30,0.0092359874397516,11.0,24.040000915527344,1210390.0060958862,81225,2021-05-04,2021-03-31,453010,-0.020789526,-2,-4,Tuesday,Tuesday,0.75,above_median,0.25
4170,81116,2021Q3,77177.0,2021-09-30,-0.025449838489294,11.0,22.209999084472656,1117629.3639297483,81226,2021-08-03,2021-06-30,453010,-0.027144047,1,-1,Tuesday,Tuesday,0.75,below_median,0.25
4171,81116,2021Q4,77180.0,2021-12-31,0.0711060687899589,11.0,28.46999931335449,1442090.875219345,81227,2021-11-02,2021-09-30,453010,0.07771094,6,5,Tuesday,Tuesday,0.75,above_median,0.25
4183,81241,2021Q1,77339.0,2021-03-31,-0.016955291852355,11.0,81.6500015258789,6066105.213363647,81782,2021-02-02,2020-12-31,453010,-0.02860765,-2,-4,Tuesday,Monday,0.25,above_median,0.0
4184,81241,2021Q2,77342.0,2021-06-30,-0.0657262951135635,11.0,95.27999877929688,7079018.06930542,81783,2021-05-10,2021-03-31,453010,0.0023692665,11,9,Monday,Monday,0.25,above_median,0.0
4185,81241,2021Q3,77345.0,2021-09-30,0.2058615833520889,11.0,102.3499984741211,7609415.336555481,81784,2021-08-05,2021-06-30,453010,-0.036412936,7,5,Thursday,Monday,0.25,above_median,0.0
4186,81241,2021Q4,77348.0,2021-12-31,-0.0874447226524353,11.0,103.11000061035156,7724382.585723877,81785,2021-11-10,2021-09-30,453010,-0.047657393,1,-1,Wednesday,Monday,0.25,below_median,0.0
4208,81577,2021Q1,77495.0,2021-03-31,0.0191925857216119,11.0,30.799999237060547,2251017.94424057,82597,2021-01-14,2020-12-31,401020,-0.0018503385,2,0,Thursday,Thursday,0.5,above_median,0.0
4209,81577,2021Q2,77498.0,2021-06-30,-0.0467906259000301,11.0,31.780000686645508,2207820.2077026367,82598,2021-04-13,2021-03-31,401020,0.01890057,-7,-9,Tuesday,Thursday,0.5,above_median,0.0
4210,81577,2021Q3,77501.0,2021-09-30,0.0303303953260183,11.0,34.310001373291016,2235125.039463043,82599,2021-07-13,2021-06-30,401020,0.017733268,-8,-10,Tuesday,Thursday,0.5,above_median,0.0
4211,81577,2021Q4,77504.0,2021-12-31,0.0273930244147777,11.0,33.380001068115234,2178512.3897094727,82600,2021-10-14,2021-09-30,401020,0.02493076,1,-1,Thursday,Thursday,0.5,below_median,0.0
4228,81677,2021Q1,77639.0,2021-03-31,0.0929173454642295,11.0,79.16000366210938,14953008.051757812,83086,2021-02-18,2020-12-31,201060,-0.078728825,2,0,Thursday,Thursday,0.75,above_median,0.0
4229,81677,2021Q2,77642.0,2021-06-30,-0.0055582295171916,11.0,82.30000305175781,15554535.976776125,83087,2021-04-29,2021-03-31,201060,-0.0333635,-5,-6,Thursday,Thursday,0.75,above_median,0.0
4230,81677,2021Q3,77645.0,2021-09-30,-0.0398708283901214,11.0,86.20999908447266,16293517.406967163,83088,2021-07-29,2021-06-30,201060,0.028240846,2,0,Thursday,Thursday,0.75,above_median,0.0
4231,81677,2021Q4,77648.0,2021-12-31,0.0376253686845302,11.0,92.11000061035156,17408605.895355225,83089,2021-10-27,2021-09-30,201060,-0.007994358,-1,-3,Wednesday,Thursday,0.75,below_median,0.0
4236,81696,2021Q1,77663.0,2021-03-31,0.1488416492938995,11.0,36.20000076293945,10457890.620407104,83203,2021-02-22,2020-12-31,502010,-0.095608935,4,3,Monday,Monday,0.5,above_median,0.25
4237,81696,2021Q2,77666.0,2021-06-30,-0.0395220853388309,11.0,41.79999923706055,12098591.779174805,83204,2021-04-29,2021-03-31,502010,0.058722932,-7,-9,Thursday,Monday,0.5,above_median,0.25
4238,81696,2021Q3,77669.0,2021-09-30,-0.0029823598451912,11.0,43.459999084472656,12618089.214187622,83205,2021-08-09,2021-06-30,502010,0.011403646,4,1,Monday,Monday,0.5,above_median,0.25
4239,81696,2021Q4,77672.0,2021-12-31,0.0380799546837806,11.0,32.439998626708984,9424792.80101776,83206,2021-11-04,2021-09-30,502010,-0.13460983,0,-3,Thursday,Monday,0.5,below_median,0.25
4255,81893,2021Q1,77795.0,2021-03-31,0.2346341162919998,11.0,25.13999938964844,110892.53730773926,83701,2021-03-02,2020-12-31,452030,0.21483512,13,11,Tuesday,Wednesday,0.5,above_median,0.25
4256,81893,2021Q2,77798.0,2021-06-30,-0.1320623755455017,11.0,25.040000915527344,109825.44401550292,83702,2021-05-06,2021-03-31,452030,-0.035078775,0,-2,Thursday,Wednesday,0.5,below_median,0.25
4257,81893,2021Q3,77801.0,2021-09-30,-0.0121145350858569,11.0,26.90999984741211,119265.11932373048,83703,2021-08-04,2021-06-30,452030,0.08228204,-7,-9,Wednesday,Wednesday,0.5,above_median,0.25
4258,81893,2021Q4,77804.0,2021-12-31,0.0968749523162841,11.0,35.099998474121094,155317.49324798584,83704,2021-11-03,2021-09-30,452030,0.07277404,-6,-8,Wednesday,Wednesday,0.5,above_median,0.25
4263,82179,2021Q1,77879.0,2021-03-31,0.0109745394438505,11.0,69.08999633789062,5838588.320526123,83996,2021-02-18,2020-12-31,351010,-0.01532744,1,-1,Thursday,Wednesday,0.5,below_median,0.0
4264,82179,2021Q2,77882.0,2021-06-30,-0.0117307044565677,11.0,68.23999786376953,5771397.819328308,83997,2021-04-28,2021-03-31,351010,-0.023872875,-8,-10,Wednesday,Wednesday,0.5,above_median,0.0
4265,82179,2021Q3,77885.0,2021-09-30,-0.0897248387336731,11.0,68.4800033569336,5800119.3243255615,83998,2021-07-28,2021-06-30,351010,0.01761708,-12,-14,Wednesday,Wednesday,0.5,above_median,0.0
4266,82179,2021Q4,77888.0,2021-12-31,0.0475370921194553,11.0,66.98999786376953,5674119.809059143,83999,2021-11-02,2021-09-30,351010,0.06293226,6,4,Tuesday,Wednesday,0.5,above_median,0.0
4267,82212,2021Q1,77891.0,2021-03-31,0.048296008259058,11.0,53.59999847412109,1172499.966621399,84091,2021-02-08,2020-12-31,202020,0.002033441,5,3,Monday,Monday,0.75,above_median,0.25
4268,82212,2021Q2,77894.0,2021-06-30,0.0071759084239602,11.0,62.93000030517578,1365203.4266204834,84092,2021-05-03,2021-03-31,202020,0.09162639,-2,-4,Monday,Monday,0.75,above_median,0.25
4269,82212,2021Q3,77897.0,2021-09-30,0.0253338105976581,11.0,59.63999938964844,1278264.106918335,84093,2021-08-03,2021-06-30,202020,-0.041548077,-6,-8,Tuesday,Monday,0.75,above_median,0.25
4270,82212,2021Q4,77900.0,2021-12-31,-0.0150071261450648,11.0,75.22000122070312,1617530.90625,84094,2021-11-01,2021-09-30,202020,0.06568277,0,-2,Monday,Monday,0.75,below_median,0.25
4271,82272,2021Q1,77963.0,2021-03-31,0.0425705686211586,11.0,25.46999931335449,2195386.5908145905,84305,2021-02-18,2020-12-31,351020,-0.19645624,0,-2,Thursday,Friday,0.5,below_median,0.25
4272,82272,2021Q2,77966.0,2021-06-30,-0.0572232641279697,11.0,30.149999618530277,2598779.217119217,84306,2021-05-07,2021-03-31,351020,0.19091743,1,-1,Friday,Friday,0.5,below_median,0.25
4273,82272,2021Q3,77969.0,2021-09-30,-0.1146060526371002,11.0,28.43000030517578,2453708.036338806,84307,2021-08-06,2021-06-30,351020,0.07666104,8,6,Friday,Friday,0.5,above_median,0.25
4274,82272,2021Q4,77972.0,2021-12-31,0.107899010181427,11.0,27.209999084472656,2352358.84085083,84308,2021-10-28,2021-09-30,351020,0.016613396,-8,-10,Thursday,Friday,0.5,above_median,0.25
4275,82292,2021Q1,78011.0,2021-03-31,0.1283919215202332,11.0,129.4600067138672,4709884.504257202,84491,2021-02-03,2020-12-31,403010,-0.015533985,1,-1,Wednesday,Wednesday,0.5,below_median,0.25
4276,82292,2021Q2,78014.0,2021-06-30,-0.0225823074579238,11.0,135.63999938964844,4869069.05809021,84492,2021-04-29,2021-03-31,403010,0.010553994,2,0,Thursday,Wednesday,0.5,above_median,0.25
4277,82292,2021Q3,78017.0,2021-09-30,-0.0777722895145416,11.0,129.6199951171875,4627952.305664063,84493,2021-07-27,2021-06-30,403010,-0.0059188576,0,-2,Tuesday,Wednesday,0.5,below_median,0.25
4278,82292,2021Q4,78020.0,2021-12-31,0.0826283171772956,11.0,131.05999755859375,4663114.713134766,84494,2021-10-27,2021-09-30,403010,-0.028328719,1,-1,Wednesday,Wednesday,0.5,below_median,0.25
4279,82307,2021Q1,78035.0,2021-03-31,0.0552237294614315,11.0,107.7699966430664,11790037.632751465,84665,2021-02-11,2020-12-31,351020,-0.059413057,1,1,Thursday,Thursday,0.75,below_median,0.25
4280,82307,2021Q2,78038.0,2021-06-30,0.002998256124556,11.0,120.43000030517578,12789666.032409668,84666,2021-04-29,2021-03-31,351020,0.04148121,-6,-7,Thursday,Thursday,0.75,above_median,0.25
4281,82307,2021Q3,78041.0,2021-09-30,-0.1109581813216209,11.0,116.26000213623048,12184048.223876951,84667,2021-08-03,2021-06-30,351020,0.11309945,5,3,Tuesday,Thursday,0.75,above_median,0.25
4282,82307,2021Q4,78044.0,2021-12-31,0.2038095444440842,11.0,113.76000213623048,11592144.217681885,84668,2021-10-28,2021-09-30,351020,-0.07531823,0,-2,Thursday,Thursday,0.75,below_median,0.25
4293,82518,2021Q2,78110.0,2021-06-30,-0.1452903598546982,11.0,66.19999694824219,595799.9725341797,84974,2021-05-10,2021-03-31,253010,0.06826,0,-2,Monday,Monday,0.3333333333333333,below_median,0.3333333333333333
4294,82518,2021Q3,78113.0,2021-09-30,0.0609812960028648,11.0,68.51000213623047,616590.0192260742,84975,2021-08-05,2021-06-30,253010,0.06595691,-4,-6,Thursday,Monday,0.3333333333333333,above_median,0.3333333333333333
4295,82518,2021Q4,78116.0,2021-12-31,0.230769157409668,11.0,77.87999725341797,739859.9739074707,84976,2021-12-14,2021-09-30,253010,0.04182538,15,-1,Tuesday,Monday,0.3333333333333333,above_median,0.3333333333333333
4296,82526,2021Q3,78125.0,2021-09-30,0.0179640259593725,11.0,8.5,80359.0,85018,2021-08-12,2021-06-30,352010,0.02996814,7,5,Thursday,Thursday,0.5,above_median,0.0
4297,82526,2021Q4,78128.0,2021-12-31,0.080555610358715,11.0,7.78000020980835,73552.12198352814,85019,2021-11-09,2021-09-30,352010,-0.033687502,-2,-4,Tuesday,Thursday,0.5,above_median,0.0
4298,82547,2021Q1,78143.0,2021-03-31,0.0451890975236892,11.0,109.16999816894533,4190599.549713135,85174,2021-02-10,2020-12-31,452030,-0.07119389,-6,-8,Wednesday,Wednesday,0.75,above_median,0.0
4299,82547,2021Q2,78146.0,2021-06-30,0.1048916429281235,11.0,112.70999908447266,4325922.474861145,85175,2021-05-05,2021-03-31,452030,-0.13877918,-1,-2,Wednesday,Wednesday,0.75,below_median,0.0
4300,82547,2021Q3,78149.0,2021-09-30,-0.026946110650897,11.0,87.75,3316072.5,85176,2021-08-04,2021-06-30,452030,-0.12516607,-1,-2,Wednesday,Wednesday,0.75,below_median,0.0
4301,82547,2021Q4,78152.0,2021-12-31,0.038430780172348,11.0,91.05999755859376,3422854.2482299805,85177,2021-11-08,2021-09-30,452030,-0.019964399,4,2,Monday,Wednesday,0.75,above_median,0.0
4314,82587,2021Q1,78215.0,2021-03-31,0.122449018061161,11.0,7.150000095367432,172357.9022989273,85454,2021-02-03,2020-12-31,452020,-0.08468197,2,5,Wednesday,Monday,0.5,above_median,0.0
4315,82587,2021Q2,78218.0,2021-06-30,-0.0302158333361148,11.0,6.739999771118164,162582.27447891235,85455,2021-05-03,2021-03-31,452020,-0.055363443,7,5,Monday,Monday,0.5,above_median,0.0
4316,82599,2021Q1,78239.0,2021-03-31,-0.0179253779351711,11.0,33.41999816894531,329454.3419494629,85493,2021-03-03,2020-12-31,201030,-0.048082523,2,0,Wednesday,Monday,0.5,above_median,0.0
4317,82599,2021Q2,78242.0,2021-06-30,-0.1077068820595741,11.0,28.25,278855.75,85494,2021-05-03,2021-03-31,201030,-0.020492865,-3,-5,Monday,Monday,0.5,above_median,0.0
4318,82599,2021Q3,78245.0,2021-09-30,-0.0856481194496154,11.0,23.700000762939453,233942.7075309753,85495,2021-08-04,2021-06-30,201030,-0.00481695,1,-1,Wednesday,Monday,0.5,below_median,0.0
4319,82599,2021Q4,78248.0,2021-12-31,0.1049339324235916,11.0,31.799999237060547,313897.79246902466,85496,2021-11-08,2021-09-30,201030,0.1696751,4,3,Monday,Monday,0.5,above_median,0.0
