,permno,Quarter,Unnamed: 0_x,date,ret,shrcd,price,me,Unnamed: 0_y,ea_date,fiscal_period,gics_6d,ret_ex_3d,date_diff,doy_diff,weekday,most_popular_weekday,fraction_on_most_popular_weekday,quantile_group,fraction_of_zeros
5025,86778,2021Q2,83231.0,2021-06-30,-0.0546140298247337,11.0,177.9499969482422,9858429.830932615,105061,2021-04-26,2021-03-31,453010,0.00894143,-1,-3,Monday,Wednesday,0.75,below_median,0.25
5026,86778,2021Q3,83234.0,2021-09-30,0.0253431927412748,11.0,150.91000366210938,8375505.20324707,105062,2021-07-28,2021-06-30,453010,-0.049353927,0,-2,Wednesday,Wednesday,0.75,below_median,0.25
5027,86778,2021Q4,83237.0,2021-12-31,0.1446503251791,11.0,174.1699981689453,9666434.898376465,105063,2021-10-27,2021-09-30,453010,-0.0060957167,1,-1,Wednesday,Wednesday,0.75,below_median,0.25
5044,86818,2021Q1,83300.0,2021-03-31,0.1068733707070351,11.0,156.00999450683594,498919.9624328613,105471,2021-02-25,2020-12-31,402030,-0.013212535,0,-2,Thursday,Thursday,0.3333333333333333,below_median,0.3333333333333333
5045,86818,2021Q3,83306.0,2021-09-30,-0.0348030105233192,11.0,175.66000366210938,557193.5316162109,105472,2021-07-28,2021-06-30,402030,0.025709925,-8,-9,Wednesday,Thursday,0.3333333333333333,above_median,0.3333333333333333
5046,86818,2021Q4,83309.0,2021-12-31,0.011140608228743,11.0,194.22999572753903,616097.5464477539,105473,2021-10-26,2021-09-30,402030,0.06919005,-1,-2,Tuesday,Thursday,0.3333333333333333,below_median,0.3333333333333333
5054,86822,2021Q2,83339.0,2021-06-30,-0.0244755018502473,11.0,11.15999984741211,1413771.1006698608,105566,2021-04-28,2021-03-31,452010,0.19719355,-12,-14,Wednesday,Wednesday,0.6666666666666666,above_median,0.0
5055,86822,2021Q3,83342.0,2021-09-30,-0.0904893428087234,11.0,9.850000381469728,1278076.949497223,105567,2021-07-28,2021-06-30,452010,0.090064555,-7,-9,Wednesday,Wednesday,0.6666666666666666,above_median,0.0
5056,86822,2021Q4,83345.0,2021-12-31,0.162962943315506,11.0,15.699999809265137,2026116.3753852844,105568,2021-11-02,2021-09-30,452010,0.15093987,6,4,Tuesday,Wednesday,0.6666666666666666,above_median,0.0
5061,86868,2021Q1,83384.0,2021-03-31,0.0274508222937583,11.0,327.0,111250632.0,105752,2021-01-19,2020-12-31,402030,-0.05075538,6,4,Tuesday,Tuesday,0.5,above_median,0.25
5062,86868,2021Q2,83387.0,2021-06-30,0.0201871134340763,11.0,379.5299987792969,129122178.06469728,105753,2021-04-14,2021-03-31,402030,0.019688118,0,-2,Wednesday,Tuesday,0.5,below_median,0.25
5063,86868,2021Q3,83390.0,2021-09-30,-0.0858020633459091,11.0,378.0299987792969,128440228.44525146,105754,2021-07-13,2021-06-30,402030,0.009043462,-1,-3,Tuesday,Tuesday,0.5,below_median,0.25
5064,86868,2021Q4,83393.0,2021-12-31,0.009344071149826,11.0,382.5499877929688,128075058.0631714,105755,2021-10-15,2021-09-30,402030,0.041283797,2,0,Friday,Tuesday,0.5,above_median,0.25
5065,86876,2021Q1,83444.0,2021-03-31,0.0778525173664093,11.0,86.52999877929688,4340517.79876709,105855,2021-02-09,2020-12-31,201070,-0.15361618,12,10,Tuesday,Thursday,0.75,above_median,0.25
5066,86876,2021Q2,83447.0,2021-06-30,-0.0351881384849548,11.0,102.81999969482422,5159713.224685669,105856,2021-05-06,2021-03-31,201070,0.14529686,7,5,Thursday,Thursday,0.75,above_median,0.25
5067,86876,2021Q3,83450.0,2021-09-30,-0.0145274056121707,11.0,115.31999969482422,5809129.664627075,105857,2021-08-05,2021-06-30,201070,0.051458318,-4,-9,Thursday,Thursday,0.75,above_median,0.25
5068,86876,2021Q4,83453.0,2021-12-31,0.0600982792675495,11.0,131.58999633789062,6633451.715393066,105858,2021-11-04,2021-09-30,201070,-0.015784334,0,-2,Thursday,Thursday,0.75,below_median,0.25
5069,86889,2021Q1,83468.0,2021-03-31,-0.1504616737365723,11.0,15.640000343322754,474501.970416069,105888,2021-02-22,2020-12-31,252020,-0.2646099,0,-2,Monday,Monday,0.6666666666666666,below_median,0.3333333333333333
5070,86889,2021Q2,83471.0,2021-06-30,-0.0644086524844169,11.0,16.850000381469727,517480.3617153168,105889,2021-05-10,2021-03-31,252020,0.035236888,6,4,Monday,Monday,0.6666666666666666,above_median,0.3333333333333333
5071,86889,2021Q4,83477.0,2021-12-31,-0.1051094606518745,11.0,6.130000114440918,191108.8835678101,105890,2021-11-09,2021-09-30,252020,-0.1493099,1,92,Tuesday,Monday,0.6666666666666666,below_median,0.3333333333333333
5080,86964,2021Q1,83542.0,2021-03-31,0.0981155931949615,11.0,208.6199951171875,12528047.946777344,106355,2021-01-26,2020-12-31,452010,-0.0020310376,1,-1,Tuesday,Tuesday,0.75,below_median,0.25
5081,86964,2021Q2,83545.0,2021-06-30,0.0066332905553281,11.0,186.66000366210935,11255411.560821531,106356,2021-04-27,2021-03-31,452010,-0.11503722,1,-1,Tuesday,Tuesday,0.75,below_median,0.25
5082,86964,2021Q3,83548.0,2021-09-30,-0.0235300306230783,11.0,198.77999877929688,12056404.485961914,106357,2021-07-26,2021-06-30,452010,0.07339006,0,-2,Monday,Tuesday,0.75,below_median,0.25
5083,86964,2021Q4,83551.0,2021-12-31,0.0752702578902244,11.0,244.7100067138672,14856589.21760559,106358,2021-10-26,2021-09-30,452010,0.03973372,1,-1,Tuesday,Tuesday,0.75,below_median,0.25
5103,87016,2021Q1,83635.0,2021-03-31,0.0444727316498756,11.0,8.220000267028809,295796.7096090317,106828,2021-02-25,2020-12-31,452030,0.049531046,-14,-16,Thursday,Thursday,0.6666666666666666,above_median,0.3333333333333333
5104,87016,2021Q2,83638.0,2021-06-30,0.068249262869358,11.0,7.199999809265137,259070.39313697812,106829,2021-05-05,2021-03-31,452030,-0.06832296,-8,-10,Wednesday,Thursday,0.6666666666666666,above_median,0.3333333333333333
5105,87016,2021Q3,83641.0,2021-09-30,-0.0589887760579586,11.0,6.699999809265137,240911.8931417465,106830,2021-08-05,2021-06-30,452030,0.012458503,0,-2,Thursday,Thursday,0.6666666666666666,below_median,0.3333333333333333
5106,87034,2021Q1,83659.0,2021-03-31,0.1164885759353638,11.0,311.5899963378906,11757536.921813965,106986,2021-02-02,2020-12-31,201020,-0.035829186,1,-2,Tuesday,Monday,0.75,below_median,0.0
5107,87034,2021Q2,83662.0,2021-06-30,0.0051152948290109,11.0,350.79998779296875,13252171.13885498,106987,2021-04-26,2021-03-31,201020,-0.00480605,7,5,Monday,Monday,0.75,above_median,0.0
5108,87034,2021Q3,83665.0,2021-09-30,-0.1196073144674301,11.0,294.1700134277344,10933416.889068604,106988,2021-07-26,2021-06-30,201020,0.043216236,7,5,Monday,Monday,0.75,above_median,0.0
5109,87034,2021Q4,83668.0,2021-12-31,0.0526179447770118,11.0,324.3599853515625,11870602.383911133,106989,2021-10-25,2021-09-30,201020,-0.02972053,7,5,Monday,Monday,0.75,above_median,0.0
5110,87053,2021Q1,83683.0,2021-03-31,-0.0262008495628833,11.0,6.690000057220459,226456.5019369125,107007,2021-02-09,2020-12-31,452010,-0.07093852,1,-1,Tuesday,Thursday,0.3333333333333333,below_median,0.0
5111,87053,2021Q2,83686.0,2021-06-30,0.0055046258494257,11.0,5.480000019073486,198058.16068935397,107008,2021-05-13,2021-03-31,452010,0.0768929,3,1,Thursday,Thursday,0.3333333333333333,above_median,0.0
5112,87053,2021Q3,83689.0,2021-09-30,-0.0281426068395376,11.0,5.179999828338623,188572.71375083923,107009,2021-07-28,2021-06-30,452010,-0.059975855,-12,-14,Wednesday,Thursday,0.3333333333333333,above_median,0.0
5113,87056,2021Q1,83707.0,2021-03-31,-0.0247965659946203,11.0,75.51000213623047,13793487.600227356,107084,2021-02-25,2020-12-31,352010,-0.039619513,1,-1,Thursday,Thursday,0.5,below_median,0.0
5114,87056,2021Q2,83710.0,2021-06-30,0.0794307813048362,11.0,83.44000244140625,15296388.127563477,107085,2021-04-29,2021-03-31,352010,-0.015565307,1,-1,Thursday,Thursday,0.5,below_median,0.0
5115,87056,2021Q3,83713.0,2021-09-30,-0.0821754932403564,11.0,77.29000091552734,14187893.598060608,107086,2021-07-28,2021-06-30,352010,0.016529003,-6,-8,Wednesday,Thursday,0.5,above_median,0.0
5116,87056,2021Q4,83716.0,2021-12-31,0.0238729584962129,11.0,88.3499984741211,16248713.269371033,107087,2021-10-27,2021-09-30,352010,0.057951983,-8,-10,Wednesday,Thursday,0.5,above_median,0.0
5126,87075,2021Q1,83758.0,2021-03-31,0.0761357843875885,11.0,119.86000061035156,5332451.567153931,107344,2021-02-11,2020-12-31,502030,-0.008930127,3,1,Thursday,Thursday,0.5,above_median,0.25
5127,87075,2021Q2,83761.0,2021-06-30,0.1045531556010246,11.0,137.5500030517578,6149585.536437988,107345,2021-05-10,2021-03-31,502030,0.05171042,0,-2,Monday,Thursday,0.5,below_median,0.25
5128,87075,2021Q3,83764.0,2021-09-30,-0.0078431507572531,11.0,136.6199951171875,6533987.886474609,107346,2021-08-05,2021-06-30,502030,-0.034126032,-4,-6,Thursday,Thursday,0.5,above_median,0.25
5129,87075,2021Q4,83767.0,2021-12-31,-0.0264336708933115,11.0,110.86000061035156,5259198.428955078,107347,2021-11-03,2021-09-30,502030,-0.039040938,2,0,Wednesday,Thursday,0.5,above_median,0.25
5159,87227,2021Q1,83929.0,2021-03-31,-0.1833046525716782,11.0,9.489999771118164,295063.072883606,108270,2021-02-10,2020-12-31,451030,0.104097046,6,4,Wednesday,Tuesday,0.5,above_median,0.25
5160,87227,2021Q2,83932.0,2021-06-30,0.1434262543916702,11.0,11.479999542236328,358531.8657035828,108271,2021-05-11,2021-03-31,451030,0.19449414,5,3,Tuesday,Tuesday,0.5,above_median,0.25
5161,87227,2021Q3,83935.0,2021-09-30,-0.1341256350278854,11.0,10.199999809265137,320147.39401340485,108272,2021-09-01,2021-06-30,451030,0.025211666,0,-2,Wednesday,Tuesday,0.5,below_median,0.25
5162,87227,2021Q4,83938.0,2021-12-31,-0.0495238527655601,11.0,9.979999542236328,314300.1255836487,108273,2021-11-09,2021-09-30,451030,0.11610821,-1,-2,Tuesday,Tuesday,0.5,below_median,0.25
5167,87268,2021Q1,83965.0,2021-03-31,-0.0221848040819168,11.0,34.81999969482422,701797.0938491821,108589,2021-03-04,2020-12-31,201060,-0.13609347,3,1,Thursday,Friday,0.25,above_median,0.0
5168,87268,2021Q2,83968.0,2021-06-30,-0.1336700022220612,11.0,32.599998474121094,660052.1691055298,108590,2021-05-12,2021-03-31,201060,-0.027551463,21,-18,Wednesday,Friday,0.25,above_median,0.0
5169,87268,2021Q3,83971.0,2021-09-30,-0.0766433998942375,11.0,33.0099983215332,668551.496006012,108591,2021-08-10,2021-06-30,201060,0.021604327,4,2,Tuesday,Friday,0.25,above_median,0.0
5170,87268,2021Q4,83974.0,2021-12-31,0.0085343057289719,11.0,27.18000030517578,550612.446182251,108592,2021-11-12,2021-09-30,201060,-0.1206644,8,6,Friday,Friday,0.25,above_median,0.0
5187,87337,2021Q1,84085.0,2021-03-31,-0.2591980397701263,11.0,35.84000015258789,20299274.326423645,108968,2021-02-25,2020-12-31,201040,0.06687044,-7,-9,Thursday,Tuesday,0.6666666666666666,above_median,0.3333333333333333
5188,87337,2021Q2,84088.0,2021-06-30,0.1136807128787041,11.0,34.189998626708984,19519822.395957947,108969,2021-06-22,2021-03-31,201040,0.080241464,47,45,Tuesday,Tuesday,0.6666666666666666,above_median,0.3333333333333333
5189,87337,2021Q4,84094.0,2021-12-31,-0.291593462228775,11.0,28.229999542236328,16307200.385570526,108970,2021-11-09,2021-09-30,201040,0.11804514,0,-1,Tuesday,Tuesday,0.6666666666666666,below_median,0.3333333333333333
5198,87364,2021Q3,84151.0,2021-09-30,-0.1198686361312866,11.0,5.360000133514404,61865.12154102325,109169,2021-08-17,2021-06-30,453010,0.20630258,13,11,Tuesday,Tuesday,0.5,above_median,0.0
5199,87364,2021Q4,84154.0,2021-12-31,-0.1050787940621376,11.0,5.110000133514404,60619.93158388138,109170,2021-11-17,2021-09-30,453010,0.011767945,14,12,Wednesday,Tuesday,0.5,above_median,0.0
5211,87430,2021Q1,84200.0,2021-03-31,-0.00799997523427,11.0,27.280000686645508,3375545.444963455,109473,2021-02-25,2020-12-31,201010,-0.03648284,1,1,Thursday,Wednesday,0.5,below_median,0.0
5212,87430,2021Q2,84203.0,2021-06-30,0.1391443163156509,11.0,28.489999771118164,3527289.8916625977,109474,2021-05-05,2021-03-31,201010,0.021343887,-1,-3,Wednesday,Wednesday,0.5,below_median,0.0
5213,87430,2021Q3,84206.0,2021-09-30,-0.097491905093193,11.0,22.309999465942383,2766127.5937843323,109475,2021-08-03,2021-06-30,201010,-0.11418096,-1,-2,Tuesday,Wednesday,0.5,below_median,0.0
5214,87430,2021Q4,84209.0,2021-12-31,-0.0157280303537845,11.0,19.399999618530277,2405347.752702713,109476,2021-11-03,2021-09-30,201010,-0.07741843,6,4,Wednesday,Wednesday,0.5,above_median,0.0
5243,87614,2021Q1,84455.0,2021-03-31,0.1116071417927742,11.0,17.43000030517578,881923.1554412842,110357,2021-01-28,2020-12-31,401010,-0.0015471427,6,4,Thursday,Thursday,0.5,above_median,0.25
5244,87614,2021Q2,84458.0,2021-06-30,-0.0804839879274368,11.0,17.479999542236328,884505.4568367004,110358,2021-04-27,2021-03-31,401010,0.0035000604,-2,-4,Tuesday,Thursday,0.5,above_median,0.25
5245,87614,2021Q3,84461.0,2021-09-30,0.0444312803447246,11.0,17.6299991607666,892113.2175331116,110359,2021-07-22,2021-06-30,401010,0.0019277686,0,-2,Thursday,Thursday,0.5,below_median,0.25
5246,87614,2021Q4,84464.0,2021-12-31,0.0614868886768817,11.0,18.989999771118164,961007.9284172058,110360,2021-10-26,2021-09-30,401010,-0.015687859,5,3,Tuesday,Thursday,0.5,above_median,0.25
5247,87657,2021Q1,84479.0,2021-03-31,0.0064982059411704,11.0,83.63999938964844,52027090.66033936,110512,2021-01-27,2020-12-31,351010,-0.011795914,-1,-3,Wednesday,Wednesday,0.5,below_median,0.0
5248,87657,2021Q2,84482.0,2021-06-30,0.079979121685028,11.0,103.56999969482422,64382943.90029144,110513,2021-04-20,2021-03-31,351010,0.07525244,-2,-4,Tuesday,Wednesday,0.5,above_median,0.0
5249,87657,2021Q3,84485.0,2021-09-30,-0.0338795110583305,11.0,113.20999908447266,70566962.30932617,110514,2021-07-29,2021-06-30,351010,0.023660634,7,5,Thursday,Wednesday,0.5,above_median,0.0
5250,87657,2021Q4,84488.0,2021-12-31,0.2072500735521317,11.0,129.5500030517578,80882471.60531616,110515,2021-10-27,2021-09-30,351010,-0.013947559,6,5,Wednesday,Wednesday,0.5,above_median,0.0
5288,88159,2021Q1,84689.0,2021-03-31,0.0429363027215004,11.0,22.59000015258789,7076588.627799988,111462,2021-02-10,2020-12-31,352010,-0.07453937,-15,-15,Wednesday,Thursday,0.5,above_median,0.25
5289,88159,2021Q2,84692.0,2021-06-30,-0.1920177340507507,11.0,18.21999931335449,5736056.623828888,111463,2021-05-06,2021-03-31,352010,0.063666426,1,0,Thursday,Thursday,0.5,below_median,0.25
5290,88159,2021Q3,84695.0,2021-09-30,0.1027647033333778,11.0,21.13999938964844,6686687.506942749,111464,2021-08-05,2021-06-30,352010,0.00952723,0,-2,Thursday,Thursday,0.5,below_median,0.25
5291,88159,2021Q4,84698.0,2021-12-31,0.0887432843446731,11.0,18.280000686645508,5828431.978931427,111465,2021-11-02,2021-09-30,352010,-0.1324592,-2,-4,Tuesday,Thursday,0.5,above_median,0.25
5308,88195,2021Q1,84785.0,2021-03-31,0.090513490140438,11.0,12.529999732971191,1800736.3816242218,111810,2021-02-24,2020-12-31,352010,-0.052212566,-2,-4,Wednesday,Thursday,0.5,above_median,0.0
5309,88195,2021Q2,84788.0,2021-06-30,0.1103896647691727,11.0,11.970000267028809,1739683.928809166,111811,2021-05-04,2021-03-31,352010,-0.05614418,-6,-8,Tuesday,Thursday,0.5,above_median,0.0
5310,88195,2021Q3,84791.0,2021-09-30,-0.0908173173666,11.0,9.010000228881836,1312531.7833423617,111812,2021-08-05,2021-06-30,352010,0.006686703,1,-1,Thursday,Thursday,0.5,below_median,0.0
5311,88195,2021Q4,84794.0,2021-12-31,-0.0952955335378646,11.0,7.5,1094415.0,111813,2021-11-04,2021-09-30,352010,0.17848109,1,-1,Thursday,Thursday,0.5,below_median,0.0
5320,88280,2021Q1,85063.0,2021-03-31,0.1130952313542366,11.0,22.31999969482422,1139123.5044250488,112281,2021-01-25,2020-12-31,401010,-0.04734477,0,-2,Monday,Wednesday,0.5,below_median,0.25
5321,88280,2021Q2,85066.0,2021-06-30,-0.0079279337078332,11.0,27.40999984741211,1403474.2221870422,112282,2021-04-28,2021-03-31,401010,-0.0087350905,-5,-7,Wednesday,Wednesday,0.5,above_median,0.25
5322,88280,2021Q3,85069.0,2021-09-30,0.0526726655662059,11.0,26.979999542236328,1320104.3976020813,112283,2021-07-21,2021-06-30,401010,0.0021275997,-5,-9,Wednesday,Wednesday,0.5,above_median,0.25
5323,88280,2021Q4,85072.0,2021-12-31,0.0643954053521156,11.0,28.43000030517578,1383375.3848495483,112284,2021-10-21,2021-09-30,401010,0.030116325,-4,-6,Thursday,Wednesday,0.5,above_median,0.25
5324,88281,2021Q1,85075.0,2021-03-31,0.0128956865519285,11.0,289.8299865722656,14552363.625793455,112341,2021-02-17,2020-12-31,352030,0.034756687,8,6,Wednesday,Wednesday,0.75,above_median,0.25
5325,88281,2021Q2,85078.0,2021-06-30,0.0944703221321106,11.0,369.9200134277344,18589590.434783936,112342,2021-05-04,2021-03-31,352030,0.070905514,-2,-4,Tuesday,Wednesday,0.75,above_median,0.25
5326,88281,2021Q3,85081.0,2021-09-30,-0.0702698454260826,11.0,412.6700134277344,20797330.66671753,112343,2021-08-04,2021-06-30,352030,-0.0025781733,0,-2,Wednesday,Wednesday,0.75,below_median,0.25
5327,88281,2021Q4,85084.0,2021-12-31,0.0298193451017141,11.0,376.7799987792969,19013825.85839844,112344,2021-11-03,2021-09-30,352030,-0.15891609,6,4,Wednesday,Wednesday,0.75,above_median,0.25
5331,88287,2021Q1,85099.0,2021-03-31,-0.0047689313068985,11.0,27.1299991607666,189231.74414634705,112488,2021-02-08,2020-12-31,252030,0.095818385,7,5,Monday,Thursday,0.75,above_median,0.25
5332,88287,2021Q2,85102.0,2021-06-30,-0.0562659911811351,11.0,29.520000457763672,205902.0031929016,112489,2021-05-06,2021-03-31,252030,-0.054696392,7,5,Thursday,Thursday,0.75,above_median,0.25
5333,88287,2021Q3,85105.0,2021-09-30,-0.0971900969743728,11.0,27.309999465942383,190487.2462749481,112490,2021-08-05,2021-06-30,252030,0.032450568,7,5,Thursday,Thursday,0.75,above_median,0.25
5334,88287,2021Q4,85108.0,2021-12-31,0.0101901916787028,11.0,29.739999771118164,209250.6383895874,112491,2021-11-18,2021-09-30,252030,0.113328926,0,-2,Thursday,Thursday,0.75,below_median,0.25
5344,88343,2021Q1,85310.0,2021-03-31,0.0527041889727115,11.0,38.150001525878906,4543894.081741333,112803,2021-01-20,2020-12-31,401010,0.016414639,1,-1,Wednesday,Monday,0.5,below_median,0.25
5345,88343,2021Q2,85313.0,2021-06-30,-0.0887757018208503,11.0,41.15999984741211,4920883.781757355,112804,2021-04-20,2021-03-31,401010,0.017352547,0,-2,Tuesday,Monday,0.5,below_median,0.25
5346,88343,2021Q3,85316.0,2021-09-30,0.0650998950004577,11.0,45.31999969482422,5419365.56350708,112805,2021-07-19,2021-06-30,401010,0.062451605,4,-3,Monday,Monday,0.5,above_median,0.25
5347,88343,2021Q4,85319.0,2021-12-31,0.0096110077574849,11.0,45.16999816894531,5401654.231033325,112806,2021-10-18,2021-09-30,401010,-0.013280944,5,2,Monday,Monday,0.5,above_median,0.25
5358,88417,2021Q1,85583.0,2021-03-31,0.1144562363624573,11.0,41.09000015258789,1383870.1151390076,113354,2021-02-10,2020-12-31,453010,0.0008674139,7,5,Wednesday,Wednesday,0.75,above_median,0.25
5359,88417,2021Q2,85586.0,2021-06-30,-0.0246139112859964,11.0,40.41999816894531,1360415.8783721924,113355,2021-05-04,2021-03-31,453010,-0.00032877421,0,-2,Tuesday,Wednesday,0.75,below_median,0.25
5360,88417,2021Q3,85589.0,2021-09-30,-0.0539126992225647,11.0,47.02999877929688,1571084.1392211914,113356,2021-08-04,2021-06-30,453010,0.10942712,1,-1,Wednesday,Wednesday,0.75,below_median,0.25
5361,88417,2021Q4,85592.0,2021-12-31,0.2060821354389191,11.0,74.55999755859375,2478374.318847656,113357,2021-11-03,2021-09-30,453010,-0.02666461,-1,-3,Wednesday,Wednesday,0.75,below_median,0.25
5362,88421,2021Q1,85595.0,2021-03-31,-0.1364032328128815,11.0,69.38999938964844,4204617.623016357,113385,2021-02-23,2020-12-31,352010,0.013633343,-1,-3,Tuesday,Thursday,0.5,below_median,0.0
5363,88421,2021Q2,85598.0,2021-06-30,0.1160202324390411,11.0,68.19999694824219,4163268.813705444,113386,2021-05-05,2021-03-31,352010,-0.010376122,-1,-3,Wednesday,Thursday,0.5,below_median,0.0
5364,88421,2021Q3,85601.0,2021-09-30,0.1252834647893906,11.0,59.54999923706055,3649223.9532470703,113387,2021-08-05,2021-06-30,352010,-0.09107786,1,-1,Thursday,Thursday,0.5,below_median,0.0
5365,88421,2021Q4,85604.0,2021-12-31,0.7056340575218201,11.0,92.94000244140624,5730587.610534668,113388,2021-11-04,2021-09-30,352010,-0.06332378,-4,-6,Thursday,Thursday,0.5,above_median,0.0
5370,88446,2021Q1,85667.0,2021-03-31,-0.1259643733501434,11.0,384.05999755859375,56066230.62359619,113658,2021-02-11,2020-12-31,352030,0.11612782,15,13,Thursday,Thursday,0.75,above_median,0.25
5371,88446,2021Q2,85670.0,2021-06-30,0.1665762066841125,11.0,473.2099914550781,69088658.7524414,113659,2021-04-27,2021-03-31,352030,-0.025722964,-2,-4,Tuesday,Thursday,0.75,above_median,0.25
5372,88446,2021Q3,85673.0,2021-09-30,-0.1127614378929138,11.0,405.6099853515625,62711359.83520508,113660,2021-08-05,2021-06-30,352030,-0.0063077505,0,-2,Thursday,Thursday,0.75,below_median,0.25
5373,88446,2021Q4,85676.0,2021-12-31,0.0413599126040935,11.0,380.4400024414063,59729080.38330078,113661,2021-11-04,2021-09-30,352030,-0.043457467,7,5,Thursday,Thursday,0.75,above_median,0.25
5374,88462,2021Q1,85679.0,2021-03-31,-0.0747221261262893,11.0,44.95000076293945,1798404.5805244446,113703,2021-03-25,2020-12-31,352020,-0.10423494,0,-2,Thursday,Thursday,0.3333333333333333,below_median,0.3333333333333333
5375,88462,2021Q3,85685.0,2021-09-30,0.0919965431094169,11.0,62.08000183105469,2484255.4332733154,113704,2021-08-03,2021-06-30,352020,0.27441537,-2,-10,Tuesday,Thursday,0.3333333333333333,above_median,0.3333333333333333
5376,88462,2021Q4,85688.0,2021-12-31,-0.1830248832702637,11.0,43.70000076293945,1748742.930530548,113705,2021-11-10,2021-09-30,352020,-0.14309256,1,-1,Wednesday,Thursday,0.3333333333333333,below_median,0.3333333333333333
5378,88504,2021Q1,85762.0,2021-03-31,0.0547720454633235,11.0,64.27999877929688,9741183.855010986,114013,2021-02-16,2020-12-31,352030,0.029818943,7,-44,Tuesday,Monday,0.5,above_median,0.0
5379,88504,2021Q2,85765.0,2021-06-30,0.0941820368170738,11.0,75.9800033569336,11477083.427078247,114014,2021-05-05,2021-03-31,352030,0.0021915147,-1,-2,Wednesday,Monday,0.5,below_median,0.0
5380,88504,2021Q3,85768.0,2021-09-30,-0.1156154349446297,11.0,78.0999984741211,11847066.868537905,114015,2021-08-02,2021-06-30,352030,-0.012882786,-1,-2,Monday,Monday,0.5,below_median,0.0
5381,88504,2021Q4,85771.0,2021-12-31,0.0360539071261882,11.0,83.91000366210938,12649768.692077637,114016,2021-11-01,2021-09-30,352030,0.0131762205,-1,-2,Monday,Monday,0.5,below_median,0.0
5383,88518,2021Q1,85798.0,2021-03-31,-0.0267651583999395,11.0,80.36000061035156,7228382.054901123,114074,2021-02-03,2020-12-31,451030,0.23774631,-5,-7,Wednesday,Tuesday,0.5,above_median,0.25
5384,88518,2021Q2,85801.0,2021-06-30,0.1490101367235184,11.0,76.02999877929688,7226879.473968506,114075,2021-06-01,2021-03-31,451030,-0.015951088,0,-2,Tuesday,Tuesday,0.5,below_median,0.25
5385,88518,2021Q3,85804.0,2021-09-30,0.1762189716100693,11.0,68.75,6642625.0,114076,2021-08-09,2021-06-30,451030,-0.014082945,5,3,Monday,Tuesday,0.5,above_median,0.25
5386,88518,2021Q4,85807.0,2021-12-31,0.1494534462690353,11.0,60.9900016784668,5899623.852359772,114077,2021-11-02,2021-09-30,451030,-0.25186962,5,3,Tuesday,Tuesday,0.5,above_median,0.25
5396,88597,2021Q1,85906.0,2021-03-31,0.0986233055591583,11.0,47.27000045776367,4315420.151790619,114447,2021-02-09,2020-12-31,151010,-0.035293344,14,12,Tuesday,Friday,0.5,above_median,0.0
5397,88597,2021Q2,85909.0,2021-06-30,-0.0501635186374187,11.0,49.15999984741211,4488160.506069183,114448,2021-04-30,2021-03-31,151010,0.023516357,10,8,Friday,Friday,0.5,above_median,0.0
5398,88597,2021Q3,85912.0,2021-09-30,-0.1061144471168518,11.0,46.34999847412109,4231615.8106918335,114449,2021-07-30,2021-06-30,151010,-0.0073206914,9,7,Friday,Friday,0.5,above_median,0.0
5399,88597,2021Q4,85915.0,2021-12-31,0.0214052442461252,11.0,55.95000076293945,5118921.5198020935,114450,2021-10-28,2021-09-30,151010,-0.023519365,-5,-7,Thursday,Friday,0.5,above_median,0.0
5423,88779,2021Q1,86153.0,2021-03-31,0.147647351026535,11.0,21.21999931335449,529608.7428627014,115282,2021-02-24,2020-12-31,351030,0.021996787,-1,-3,Wednesday,Wednesday,0.5,below_median,0.0
5424,88779,2021Q2,86156.0,2021-06-30,0.0522795543074607,11.0,17.309999465942383,433217.35663414,115283,2021-04-28,2021-03-31,351030,-0.019716883,-12,-14,Wednesday,Wednesday,0.5,above_median,0.0
5425,88779,2021Q3,86159.0,2021-09-30,-0.1086235791444778,11.0,10.75,269846.5,115284,2021-08-05,2021-06-30,351030,-0.19691063,1,0,Thursday,Wednesday,0.5,below_median,0.0
5426,88779,2021Q4,86162.0,2021-12-31,-0.023066496476531,11.0,7.199999809265137,181007.99520492557,115285,2021-11-09,2021-09-30,351030,-0.17151392,5,3,Tuesday,Wednesday,0.5,above_median,0.0
5431,88820,2021Q1,86213.0,2021-03-31,0.122500866651535,11.0,30.8799991607666,587800.7840251923,115593,2021-02-01,2020-12-31,401010,0.050768867,5,3,Monday,Thursday,0.5,above_median,0.25
5432,88820,2021Q2,86216.0,2021-06-30,-0.0647200942039489,11.0,31.06999969482422,585048.09425354,115594,2021-04-29,2021-03-31,401010,0.022123327,-5,-13,Thursday,Thursday,0.5,above_median,0.25
5433,88820,2021Q3,86219.0,2021-09-30,0.0015010277274996,11.0,33.36000061035156,621430.0913696289,115595,2021-07-28,2021-06-30,401010,0.030912878,-1,-2,Wednesday,Thursday,0.5,below_median,0.25
5434,88820,2021Q4,86222.0,2021-12-31,0.0701330006122589,11.0,35.400001525878906,651147.6280670166,115596,2021-10-28,2021-09-30,401010,0.029442651,0,-1,Thursday,Thursday,0.5,below_median,0.25
5447,88863,2021Q1,86309.0,2021-03-31,-0.031883604824543,11.0,131.77999877929688,22606990.57058716,115943,2021-02-16,2020-12-31,352010,-0.0055002263,7,5,Tuesday,Tuesday,0.75,above_median,0.0
